timestamp,out_1_header.stamp.sec,out_1_header.stamp.nanosec,out_1_header.frame_id,out_1_val,out_1_speed,out_2_header.stamp.sec,out_2_header.stamp.nanosec,out_2_header.frame_id,out_2_val,out_2_speed,out_3_header.stamp.sec,out_3_header.stamp.nanosec,out_3_header.frame_id,out_3_val,out_3_speed,out_4_header.stamp.sec,out_4_header.stamp.nanosec,out_4_header.frame_id,out_4_val,out_4_speed,out_5_header.stamp.sec,out_5_header.stamp.nanosec,out_5_header.frame_id,out_5_val,out_5_speed,out_6_header.stamp.sec,out_6_header.stamp.nanosec,out_6_header.frame_id,out_6_val,out_6_speed,aimooe_coord_header.stamp.sec,aimooe_coord_header.stamp.nanosec,aimooe_coord_header.frame_id,aimooe_coord_position.x,aimooe_coord_position.y,aimooe_coord_position.z,aimooe_coord_orientation.x,aimooe_coord_orientation.y,aimooe_coord_orientation.z,aimooe_coord_mean_error
2026-01-23 10:44:25.032358,1769136265,21794252,1,200698,0,1769136265,25133339,2,216431,0,1769136265,28457185,3,197633,0,1769136265,31783641,4,205208,0,1769136265,15125469,5,184570,0,1769136265,18529628,6,194002,0,1769136264,940114007,X6-tool2,0.6224255819847101,-0.5680000476853071,40.80849310795089,-0.019658729075140307,0.014954661797104446,-0.09132464241629729,0.02455361746251583
2026-01-23 10:44:25.067870,1769136265,61786920,1,200698,0,1769136265,65120336,2,216431,0,1769136265,48459704,3,197633,0,1769136265,51792421,4,205208,0,1769136265,55128338,5,184570,0,1769136265,58459584,6,194002,0,1769136265,40394822,X6-tool2,0.6298464854684414,-0.5708007482407335,40.79531274019614,-0.020120515741808353,0.01473472098782691,-0.09127442068045315,0.025827407836914062
2026-01-23 10:44:25.103465,1769136265,101806498,1,200698,0,1769136265,85141016,2,216431,0,1769136265,88453512,3,197633,0,1769136265,91789639,4,205208,0,1769136265,95116005,5,184570,0,1769136265,98442121,6,194002,0,1769136265,40394822,X6-tool2,0.6298464854684414,-0.5708007482407335,40.79531274019614,-0.020120515741808353,0.01473472098782691,-0.09127442068045315,0.025827407836914062
2026-01-23 10:44:25.138555,1769136265,121784376,1,200698,0,1769136265,125137214,2,216431,0,1769136265,128450689,3,197633,0,1769136265,131801246,4,205208,0,1769136265,135115322,5,184570,0,1769136265,118434799,6,194002,0,1769136265,40394822,X6-tool2,0.6298464854684414,-0.5708007482407335,40.79531274019614,-0.020120515741808353,0.01473472098782691,-0.09127442068045315,0.025827407836914062
2026-01-23 10:44:25.173872,1769136265,161784835,1,200698,0,1769136265,165122811,2,216431,0,1769136265,168470219,3,197633,0,1769136265,171813355,4,205208,0,1769136265,155118062,5,184570,0,1769136265,158437438,6,194002,0,1769136265,140377156,X6-tool2,0.576977883434388,-0.5831565742710291,40.752447506330334,-0.019705970976238465,0.014480301229211399,-0.09133012710237257,0.02439117431640625
2026-01-23 10:44:25.208670,1769136265,201795663,1,200698,0,1769136265,205127479,2,216431,0,1769136265,188475338,3,197633,0,1769136265,191799054,4,205208,0,1769136265,195138190,5,184570,0,1769136265,198442086,6,194002,0,1769136265,140377156,X6-tool2,0.576977883434388,-0.5831565742710291,40.752447506330334,-0.019705970976238465,0.014480301229211399,-0.09133012710237257,0.02439117431640625
2026-01-23 10:44:25.244308,1769136265,241804061,1,200698,0,1769136265,225120738,2,216431,0,1769136265,228455484,3,197633,0,1769136265,231797151,4,205208,0,1769136265,235148448,5,184570,0,1769136265,238457834,6,194002,0,1769136265,240583228,X6-tool2,0.5925261487184241,-0.5792771472382465,40.762016725240095,-0.019066667408173376,0.014348911756514036,-0.09112909576629895,0.02519734762609005
2026-01-23 10:44:25.280154,1769136265,261774829,1,200698,0,1769136265,265123596,2,216431,0,1769136265,268470493,3,197633,0,1769136265,271821130,4,205208,0,1769136265,275139676,5,184570,0,1769136265,278435331,6,194002,0,1769136265,240583228,X6-tool2,0.5925261487184241,-0.5792771472382465,40.762016725240095,-0.019066667408173376,0.014348911756514036,-0.09112909576629895,0.02519734762609005
2026-01-23 10:44:25.315110,1769136265,301772107,1,200698,0,1769136265,305126504,2,216431,0,1769136265,308465461,3,197633,0,1769136265,311797927,4,205208,0,1769136265,295131895,5,184570,0,1769136265,298441170,6,194002,0,1769136265,240583228,X6-tool2,0.5925261487184241,-0.5792771472382465,40.762016725240095,-0.019066667408173376,0.014348911756514036,-0.09112909576629895,0.02519734762609005
2026-01-23 10:44:25.350254,1769136265,341774155,1,200698,0,1769136265,345150643,2,216431,0,1769136265,348464238,3,197633,0,1769136265,331796636,4,205208,0,1769136265,335138453,5,184570,0,1769136265,338442528,6,194002,0,1769136265,340232851,X6-tool2,0.5878919548785592,-0.6254133472744352,40.766111484080135,-0.019448578979190213,0.01445434224524063,-0.09127069806966688,0.024153074249625206
2026-01-23 10:44:25.385285,1769136265,381787894,1,200698,0,1769136265,365136162,2,216431,0,1769136265,368460378,3,197633,0,1769136265,371805025,4,205208,0,1769136265,375133511,5,184570,0,1769136265,378458677,6,194002,0,1769136265,340232851,X6-tool2,0.5878919548785592,-0.6254133472744352,40.766111484080135,-0.019448578979190213,0.01445434224524063,-0.09127069806966688,0.024153074249625206
2026-01-23 10:44:25.420632,1769136265,408466756,1,200770,44,1769136265,411793442,2,216568,58,1769136265,415128668,3,197963,135,1769136265,418447584,4,205664,161,1769136265,401791213,5,184697,120,1769136265,405155870,6,194260,134,1769136265,340232851,X6-tool2,0.5878919548785592,-0.6254133472744352,40.766111484080135,-0.019448578979190213,0.01445434224524063,-0.09127069806966688,0.024153074249625206
2026-01-23 10:44:25.455766,1769136265,448464493,1,200956,53,1769136265,451792430,2,216810,64,1769136265,455126746,3,198506,138,1769136265,438455323,4,205988,170,1769136265,441778080,5,185076,105,1769136265,445155578,6,194903,143,1769136265,440587298,X6-tool2,0.5816403780563205,-0.5699150163674782,40.75921447471993,-0.019898009484025935,0.01440171199284991,-0.09135305711538258,0.026271501556038857
2026-01-23 10:44:25.490855,1769136265,488462682,1,201154,42,1769136265,471844381,2,216936,68,1769136265,475130166,3,198770,135,1769136265,478440181,4,206669,148,1769136265,481794649,5,185449,93,1769136265,485125265,6,195524,144,1769136265,440587298,X6-tool2,0.5816403780563205,-0.5699150163674782,40.75921447471993,-0.019898009484025935,0.01440171199284991,-0.09135305711538258,0.026271501556038857
2026-01-23 10:44:25.526310,1769136265,508454940,1,201237,41,1769136265,511789207,2,217222,83,1769136265,515118973,3,199319,129,1769136265,518456420,4,207257,140,1769136265,521784996,5,185801,87,1769136265,525124483,6,196177,167,1769136265,440587298,X6-tool2,0.5816403780563205,-0.5699150163674782,40.75921447471993,-0.019898009484025935,0.01440171199284991,-0.09135305711538258,0.026271501556038857
2026-01-23 10:44:25.561036,1769136265,548455348,1,201396,42,1769136265,551797065,2,217496,57,1769136265,555174703,3,199841,133,1769136265,558460037,4,207905,164,1769136265,541786895,5,185982,99,1769136265,545161053,6,196512,170,1769136265,540391596,X6-tool2,0.6233010365924021,-0.5976128974821099,40.83360688002216,-0.019925448710134717,0.014176560162425633,-0.09188880327845822,0.021993637084960938
2026-01-23 10:44:25.596407,1769136265,588461136,1,201577,43,1769136265,591789633,2,217776,75,1769136265,595121189,3,200363,132,1769136265,578439636,4,208229,148,1769136265,581793773,5,186361,94,1769136265,585126470,6,197188,162,1769136265,540391596,X6-tool2,0.6233010365924021,-0.5976128974821099,40.83360688002216,-0.019925448710134717,0.014176560162425633,-0.09188880327845822,0.021993637084960938
2026-01-23 10:44:25.631349,1769136265,628498455,1,201786,41,1769136265,611789952,2,217919,67,1769136265,615121408,3,200649,162,1769136265,618453724,4,208883,174,1769136265,621787721,5,186746,98,1769136265,625121817,6,197820,158,1769136265,540391596,X6-tool2,0.6233010365924021,-0.5976128974821099,40.83360688002216,-0.019925448710134717,0.014176560162425633,-0.09188880327845822,0.021993637084960938
2026-01-23 10:44:25.667055,1769136265,648508815,1,201890,56,1769136265,651820960,2,218183,63,1769136265,655176388,3,201242,127,1769136265,658474113,4,209553,167,1769136265,661843050,5,187141,97,1769136265,665124095,6,198484,171,1769136265,640131832,X6-tool2,0.3989469380725068,-0.2752251065111721,41.09710919605285,-0.024026111356571605,0.009111396095347701,-0.09173502246401047,0.022317251190543175
2026-01-23 10:44:25.702002,1769136265,688460251,1,202088,61,1769136265,691793688,2,218507,59,1769136265,695119154,3,201780,124,1769136265,698433880,4,210157,159,1769136265,681796948,5,187339,90,1769136265,685130065,6,198814,181,1769136265,640131832,X6-tool2,0.3989469380725068,-0.2752251065111721,41.09710919605285,-0.024026111356571605,0.009111396095347701,-0.09173502246401047,0.022317251190543175
2026-01-23 10:44:25.737206,1769136265,728455599,1,202313,67,1769136265,731787265,2,218798,77,1769136265,735118562,3,202330,135,1769136265,718455729,4,210471,164,1769136265,721788456,5,187767,100,1769136265,725122482,6,199501,167,1769136265,640131832,X6-tool2,0.3989469380725068,-0.2752251065111721,41.09710919605285,-0.024026111356571605,0.009111396095347701,-0.09173502246401047,0.022317251190543175
2026-01-23 10:44:25.772423,1769136265,768490328,1,202549,68,1769136265,771809504,2,219045,59,1769136265,755117450,3,202604,137,1769136265,758437216,4,211152,144,1769136265,761787863,5,188174,124,1769136265,765126940,6,200165,156,1769136265,740442928,X6-tool2,0.16444692188682522,0.07750663710541295,41.48231490460475,-0.026748098694319475,0.0001445466936759107,-0.09033504528154918,0.024036725983023643
2026-01-23 10:44:25.807544,1769136265,788451866,1,202676,67,1769136265,791789912,2,219161,59,1769136265,795118359,3,203176,140,1769136265,798454925,4,211811,170,1769136265,801788022,5,188542,96,1769136265,805123188,6,200814,170,1769136265,740442928,X6-tool2,0.16444692188682522,0.07750663710541295,41.48231490460475,-0.026748098694319475,0.0001445466936759107,-0.09033504528154918,0.024036725983023643
2026-01-23 10:44:25.842964,1769136265,828453813,1,202906,51,1769136265,831786490,2,219402,47,1769136265,835120557,3,203769,163,1769136265,838453273,4,212454,155,1769136265,841784739,5,188904,85,1769136265,825123127,6,201154,155,1769136265,840148422,X6-tool2,0.08515863782347989,0.5827583374222265,41.84274734072801,-0.02640844928007664,-0.0029364803512923463,-0.09200018291294795,0.026485443115234375
2026-01-23 10:44:25.877735,1769136265,868466232,1,203170,86,1769136265,871827680,2,219611,55,1769136265,875130435,3,204357,139,1769136265,858457182,4,212778,141,1769136265,861788628,5,189102,98,1769136265,865127405,6,201846,169,1769136265,840148422,X6-tool2,0.08515863782347989,0.5827583374222265,41.84274734072801,-0.02640844928007664,-0.0029364803512923463,-0.09200018291294795,0.026485443115234375
2026-01-23 10:44:25.913121,1769136265,908452709,1,203412,61,1769136265,911788076,2,219869,70,1769136265,895119914,3,204631,137,1769136265,898458100,4,213426,167,1769136265,901783776,5,189525,101,1769136265,905124243,6,202527,152,1769136265,840148422,X6-tool2,0.08515863782347989,0.5827583374222265,41.84274734072801,-0.02640844928007664,-0.0029364803512923463,-0.09200018291294795,0.026485443115234375
2026-01-23 10:44:25.947875,1769136265,928452318,1,203533,64,1769136265,931787125,2,220001,64,1769136265,935119471,3,205175,137,1769136265,938456078,4,214129,133,1769136265,941788384,5,189948,90,1769136265,945158962,6,203181,162,1769136265,940369625,X6-tool2,0.030678588060285696,0.8979759619905616,42.24255785861163,-0.02649974038975022,-0.0037137347215927823,-0.09626342870101279,0.024126052856445312
2026-01-23 10:44:25.983476,1769136265,968486937,1,203769,54,1769136265,971806803,2,220287,75,1769136265,975137590,3,205779,151,1769136265,978440736,4,214755,160,1769136265,981792283,5,190349,91,1769136265,965125970,6,203511,174,1769136265,940369625,X6-tool2,0.030678588060285696,0.8979759619905616,42.24255785861163,-0.02649974038975022,-0.0037137347215927823,-0.09626342870101279,0.024126052856445312
2026-01-23 10:44:26.018569,1769136266,8453264,1,204000,62,1769136266,11790511,2,220573,80,1769136266,15120637,3,206367,144,1769136265,998480746,4,215079,175,1769136266,1790262,5,190552,109,1769136266,5127178,6,204203,162,1769136265,940369625,X6-tool2,0.030678588060285696,0.8979759619905616,42.24255785861163,-0.02649974038975022,-0.0037137347215927823,-0.09626342870101279,0.024126052856445312
2026-01-23 10:44:26.053819,1769136266,48455292,1,204203,44,1769136266,51793699,2,220858,68,1769136266,35116766,3,206664,164,1769136266,38456773,4,215744,151,1769136266,41765878,5,190970,102,1769136266,45158707,6,204901,174,1769136266,40437502,X6-tool2,-0.00072422835820787,1.2610072616905732,42.57871771956819,-0.027004335084175428,-0.0047114569940380005,-0.10054326156034109,0.02307160757482052
2026-01-23 10:44:26.089141,1769136266,88454930,1,204412,62,1769136266,71832439,2,220990,66,1769136266,75142635,3,207268,151,1769136266,78462671,4,216409,168,1769136266,81790447,5,191365,97,1769136266,85127754,6,205560,155,1769136266,40437502,X6-tool2,-0.00072422835820787,1.2610072616905732,42.57871771956819,-0.027004335084175428,-0.0047114569940380005,-0.10054326156034109,0.02307160757482052
2026-01-23 10:44:26.124123,1769136266,108453319,1,204521,54,1769136266,111790155,2,221248,76,1769136266,115121182,3,207812,136,1769136266,118456528,4,217101,151,1769136266,121783014,5,191744,99,1769136266,105124272,6,205889,175,1769136266,40437502,X6-tool2,-0.00072422835820787,1.2610072616905732,42.57871771956819,-0.027004335084175428,-0.0047114569940380005,-0.10054326156034109,0.02307160757482052
2026-01-23 10:44:26.159261,1769136266,148454286,1,204769,60,1769136266,151773522,2,221517,55,1769136266,155119229,3,208416,155,1769136266,158457716,4,217722,167,1769136266,141784773,5,191953,109,1769136266,145158161,6,206581,169,1769136266,140149206,X6-tool2,0.0663429825658432,1.683819455120595,43.00136387460508,-0.027112213863391254,-0.0055990251675284534,-0.10636649953174837,0.02568086050450802
2026-01-23 10:44:26.194146,1769136266,188456244,1,205032,71,1769136266,191789210,2,221765,72,1769136266,175138339,3,208729,166,1769136266,178458355,4,218057,181,1769136266,181789411,5,192404,113,1769136266,185125548,6,207274,168,1769136266,140149206,X6-tool2,0.0663429825658432,1.683819455120595,43.00136387460508,-0.027112213863391254,-0.0055990251675284534,-0.10636649953174837,0.02568086050450802
2026-01-23 10:44:26.229001,1769136266,228451051,1,205318,72,1769136266,211789669,2,221891,37,1769136266,215116676,3,209328,147,1769136266,218455362,4,218738,155,1769136266,221784769,5,192832,102,1769136266,225122015,6,207949,170,1769136266,140149206,X6-tool2,0.0663429825658432,1.683819455120595,43.00136387460508,-0.027112213863391254,-0.0055990251675284534,-0.10636649953174837,0.02568086050450802
2026-01-23 10:44:26.264223,1769136266,248451340,1,205444,68,1769136266,251794307,2,222105,61,1769136266,255116113,3,209910,125,1769136266,258457210,4,219413,175,1769136266,261783266,5,193233,104,1769136266,245159195,6,208279,165,1769136266,240227493,X6-tool2,0.008545758434482334,2.0840631890672148,43.32045271568759,-0.026961071679512432,-0.006548237260277451,-0.11145611169812097,0.027547836303710938
2026-01-23 10:44:26.299585,1769136266,288456118,1,205714,65,1769136266,291791915,2,222363,59,1769136266,295122691,3,210493,153,1769136266,298457318,4,220078,155,1769136266,281791335,5,193425,109,1769136266,285125592,6,208960,172,1769136266,240227493,X6-tool2,0.008545758434482334,2.0840631890672148,43.32045271568759,-0.026961071679512432,-0.006548237260277451,-0.11145611169812097,0.027547836303710938
2026-01-23 10:44:26.334756,1769136266,328455726,1,205944,58,1769136266,331788352,2,222589,57,1769136266,315117360,3,210789,147,1769136266,318433446,4,220391,154,1769136266,321790243,5,193837,90,1769136266,325122329,6,209669,186,1769136266,240227493,X6-tool2,0.008545758434482334,2.0840631890672148,43.32045271568759,-0.026961071679512432,-0.006548237260277451,-0.11145611169812097,0.027547836303710938
2026-01-23 10:44:26.370411,1769136266,368491176,1,206235,33,1769136266,351795301,2,222715,72,1769136266,355116877,3,211415,157,1769136266,358458454,4,221056,175,1769136266,361783981,5,194244,99,1769136266,365124648,6,210344,166,1769136266,340401023,X6-tool2,-0.05649869140970275,2.463113594686096,43.650883644556586,-0.027453815362116184,-0.00763014599576385,-0.11625994361852691,0.02091471292078495
2026-01-23 10:44:26.405370,1769136266,388455163,1,206345,64,1769136266,391791640,2,222863,8,1769136266,395114746,3,212020,134,1769136266,398457503,4,221748,157,1769136266,401787089,5,194650,102,1769136266,385128787,6,210668,157,1769136266,340401023,X6-tool2,-0.05649869140970275,2.463113594686096,43.650883644556586,-0.027453815362116184,-0.00763014599576385,-0.11625994361852691,0.02091471292078495
