index,x,y,z
2,4.47686,6.19899,-44.2413
2,4.64333,6.29013,-44.3866
2,4.66293,6.22495,-44.3978
2,4.59917,6.19789,-44.3675
2,4.59252,6.18262,-44.312
2,4.70189,6.27369,-44.4712
2,4.63554,6.29952,-44.3679
2,4.61686,6.25633,-44.3563
2,4.65987,6.2917,-44.3609
2,4.65768,6.32293,-44.4142
2,4.63312,6.29119,-44.3709
2,4.55837,6.22435,-44.3026
2,4.55316,6.28534,-44.3101
2,4.63235,6.26334,-44.39
2,4.60636,6.14121,-44.2991
2,4.59615,6.22971,-44.321
2,4.56804,6.15835,-44.3182
2,4.58839,6.30521,-44.3595
2,4.68305,6.31411,-44.4634
4,3.92219,4.44956,-44.9952
4,3.99467,4.48968,-45.0026
4,3.90418,4.44177,-44.9831
4,3.95621,4.48712,-45.0074
4,3.94363,4.46217,-44.9612
4,3.95895,4.5092,-45.0094
4,3.84425,4.51499,-44.9099
4,3.9465,4.51137,-45.0012
4,4.02439,4.62742,-45.0939
4,4.00885,4.51737,-45.0646
4,3.94588,4.44256,-45.0069
4,3.93443,4.46188,-44.9533
4,3.95491,4.52908,-45.0162
4,3.89089,4.4996,-44.9106
4,3.92355,4.51672,-44.9919
4,3.85943,4.5887,-44.958
4,3.94656,4.5199,-44.9767
4,3.88612,4.48138,-44.9273
4,3.82639,4.48739,-44.8808
6,-0.899861,4.00005,-44.8761
6,-0.901146,3.95755,-44.8458
6,-0.872499,4.07924,-44.9215
6,-0.8646,4.0204,-44.9369
6,-0.815248,4.0065,-44.9362
6,-0.864565,3.97452,-44.9435
6,-0.783675,4.02047,-44.9522
6,-0.892967,4.00981,-44.8914
6,-0.898688,4.03312,-44.8713
6,-0.89783,3.94878,-44.9141
6,-0.887096,3.95461,-44.8767
6,-0.957047,4.05715,-44.7827
6,-0.90721,3.99237,-44.8991
6,-0.93647,4.03138,-44.8973
6,-0.885398,3.96955,-44.9432
6,-0.76658,3.98095,-44.997
6,-0.795295,3.93788,-45.0106
6,-0.936842,3.97745,-44.8047
6,-0.835819,4.05713,-44.9929
8,-6.4252,3.01894,-44.463
8,-6.38247,3.03221,-44.5201
8,-6.51295,3.00771,-44.3763
8,-6.51971,3.00811,-44.3638
8,-6.54794,3.05106,-44.3842
8,-6.45645,3.048,-44.4222
8,-6.46018,2.94851,-44.4506
8,-6.39877,3.0334,-44.53
8,-6.49998,2.98795,-44.4223
8,-6.47702,3.11027,-44.4325
8,-6.46209,2.99418,-44.3944
8,-6.48811,2.98726,-44.4192
8,-6.33519,2.99025,-44.5724
8,-6.45086,3.05462,-44.4811
8,-6.48334,3.0915,-44.4849
8,-6.44787,3.03811,-44.4743
8,-6.42896,2.99612,-44.4932
8,-6.4829,3.11028,-44.4631
8,-6.49395,3.07842,-44.4462
10,-9.48455,-4.63632,-43.9137
10,-9.60073,-4.62437,-43.8127
10,-9.55336,-4.59564,-43.8894
10,-9.52257,-4.58204,-43.8995
10,-9.52438,-4.67266,-43.8783
10,-9.46305,-4.56687,-44.0018
10,-9.44933,-4.63645,-43.9572
10,-9.36573,-4.56033,-44.1071
10,-9.48073,-4.54991,-43.9162
10,-9.49265,-4.6452,-43.9295
10,-9.52146,-4.58226,-43.9447
10,-9.47305,-4.61505,-44.0005
10,-9.46388,-4.61406,-43.9986
10,-9.53124,-4.58215,-43.9102
10,-9.49345,-4.59123,-43.9522
10,-9.45556,-4.62064,-44.0107
10,-9.46451,-4.59194,-43.9686
10,-9.41521,-4.5685,-44.044
10,-9.57799,-4.63337,-43.8709
12,-4.63384,-12.0901,-43.4898
12,-4.61338,-12.0886,-43.5335
12,-4.54511,-12.1962,-43.5521
12,-4.58202,-12.1144,-43.552
12,-4.68184,-12.0884,-43.503
12,-4.65597,-12.1034,-43.501
12,-4.68685,-12.1003,-43.4722
12,-4.69837,-12.0875,-43.4704
12,-4.65062,-12.0827,-43.545
12,-4.6361,-12.0278,-43.4913
12,-4.68335,-12.0248,-43.493
12,-4.64001,-12.0843,-43.474
12,-4.59981,-12.1141,-43.5495
12,-4.61527,-12.0276,-43.5714
12,-4.59133,-12.0988,-43.524
12,-4.64551,-12.0511,-43.5252
12,-4.65999,-12.1493,-43.5035
12,-4.71441,-12.0747,-43.4495
12,-4.66895,-12.0359,-43.5124
14,3.97472,-14.6336,-42.2382
14,3.93469,-14.6798,-42.1817
14,3.89445,-14.7839,-42.1311
14,4.00409,-14.7123,-42.273
14,3.90833,-14.6116,-42.1531
14,3.87551,-14.684,-42.1278
14,3.79818,-14.6753,-42.1032
14,3.88986,-14.696,-42.1221
14,3.9195,-14.6803,-42.1924
14,3.93705,-14.6824,-42.202
14,3.96506,-14.6243,-42.2491
14,3.9753,-14.642,-42.2331
14,3.96854,-14.7127,-42.199
14,3.91256,-14.6858,-42.2189
14,3.89419,-14.6654,-42.1567
14,3.90406,-14.7087,-42.175
14,3.94256,-14.6124,-42.21
14,3.8226,-14.7534,-42.0656
14,3.93224,-14.7512,-42.1723
16,11.9059,-8.76072,-39.6175
16,11.9081,-8.75964,-39.6496
16,11.9797,-8.83161,-39.7037
16,11.9147,-8.86436,-39.6346
16,11.8863,-8.8205,-39.6083
16,11.8556,-8.77522,-39.5968
16,11.9451,-8.84036,-39.6443
16,11.8606,-8.78413,-39.5965
16,11.9375,-8.82392,-39.6762
16,11.9128,-8.80664,-39.5964
16,11.9652,-8.79881,-39.7028
16,11.9318,-8.78723,-39.6858
16,11.9047,-8.77444,-39.6532
16,12.0308,-8.85271,-39.7449
16,11.9057,-8.74655,-39.6548
16,11.9145,-8.76309,-39.6515
16,11.9003,-8.82345,-39.6301
16,11.9186,-8.79927,-39.6573
16,11.9243,-8.77866,-39.6485
18,10.8997,5.3619,-36.9033
18,10.876,5.32169,-36.8177
18,10.9777,5.38125,-36.8774
18,10.8732,5.26757,-36.7651
18,10.8285,5.27826,-36.7816
18,10.8177,5.33774,-36.7913
18,10.8774,5.37384,-36.8525
18,10.9833,5.35551,-36.9219
18,10.9247,5.40043,-36.9266
18,10.9013,5.33711,-36.811
18,10.8942,5.36611,-36.8416
18,10.9694,5.26488,-36.8483
18,10.9527,5.34259,-36.8948
18,10.9384,5.33436,-36.9372
18,10.9031,5.40153,-36.8101
18,11.0189,5.35338,-36.9527
18,10.9541,5.32539,-36.8724
18,11.0364,5.39345,-36.9623
18,10.9615,5.37513,-36.9227
20,6.59739,6.87989,-40.086
20,6.6407,6.91461,-40.1523
20,6.59966,6.94293,-40.093
20,6.56328,6.88863,-40.0526
20,6.59122,6.98576,-40.115
20,6.52851,6.9431,-40.0289
20,6.48918,6.83836,-39.9607
20,6.51251,6.92866,-39.9911
20,6.53441,6.93605,-40.0546
20,6.59967,6.94615,-40.1651
20,6.53637,6.91062,-40.0481
20,6.62339,6.89865,-40.0948
20,6.54093,6.9292,-40.0526
20,6.54957,6.89876,-40.0732
20,6.53476,6.8792,-40.0346
20,6.61587,6.92579,-40.0987
20,6.54106,6.93386,-40.0379
20,6.57285,6.98913,-40.1174
20,6.49349,6.93688,-39.9731
22,-15.511,10.3064,-33.4401
22,-15.4371,10.3151,-33.5145
22,-15.5224,10.1605,-33.4
22,-15.5105,10.2772,-33.4243
22,-15.5206,10.2494,-33.4504
22,-15.4577,10.281,-33.5021
22,-15.4091,10.3003,-33.5468
22,-15.4677,10.2564,-33.4627
22,-15.5199,10.2934,-33.4624
22,-15.4218,10.3306,-33.5478
22,-15.443,10.2562,-33.4775
22,-15.3543,10.2613,-33.6395
22,-15.4412,10.2999,-33.5677
22,-15.4292,10.2747,-33.526
22,-15.4756,10.2901,-33.4864
22,-15.4579,10.2907,-33.5692
22,-15.4632,10.236,-33.5278
22,-15.424,10.2966,-33.4885
22,-15.4723,10.2784,-33.4915
24,-23.7795,-6.16553,-30.7395
24,-23.8199,-6.16878,-30.6325
24,-23.7499,-6.15066,-30.649
24,-23.7865,-6.1977,-30.6381
24,-23.8045,-6.27277,-30.5834
24,-23.7854,-6.14851,-30.6625
24,-23.7818,-6.20636,-30.635
24,-23.7615,-6.12865,-30.6405
24,-23.7766,-6.17425,-30.7084
24,-23.8133,-6.20591,-30.6057
24,-23.7839,-6.16089,-30.6369
24,-23.8156,-6.27233,-30.5629
24,-23.7784,-6.14577,-30.6555
24,-23.8251,-6.17854,-30.5826
24,-23.8478,-6.178,-30.5504
24,-23.7485,-6.15797,-30.7071
24,-23.7348,-6.22542,-30.702
24,-23.7821,-6.16741,-30.6758
24,-23.7957,-6.20595,-30.6029
