header.stamp,header.frame_id,cr7_pos,cr7_force,cr7_vel,topic
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=178511586)",,[ 0.01667106 -0.80465105  0.37571946 -2.98867226 -0.69382982 -1.60693634],[0. 0. 0. 0. 0. 0.],"[ 3.97034903e-04  3.87535258e-04 -4.11277241e-03 -9.41713438e-07
 -9.61266867e-08 -9.01599828e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=178541767)",,[ 0.01668482 -0.80464556  0.37563988 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=188709451)",,[ 0.01667564 -0.80464711  0.37567462 -2.9886708  -0.6938388  -1.60693799],[0. 0. 0. 0. 0. 0.],"[ 4.66054233e-04  4.00525409e-04 -4.54812776e-03 -7.40214821e-07
 -6.20593312e-08 -9.52508357e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=188737983)",,[ 0.01669055 -0.80464077  0.37558883 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=198873115)",,[ 0.01667987 -0.80464322  0.37563014 -2.98866933 -0.69384605 -1.60694035],[0. 0. 0. 0. 0. 0.],"[ 4.36683060e-04  3.96199574e-04 -4.55055972e-03 -6.07676711e-07
 -2.53855995e-08 -1.09034471e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=198903116)",,[ 0.01669617 -0.80463608  0.37553881 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=209069400)",,[ 0.01668511 -0.80463886  0.37558153 -2.98867006 -0.69384484 -1.60694088],[0. 0. 0. 0. 0. 0.],"[ 4.81525641e-04  4.06719629e-04 -4.33694957e-03  1.47349076e-07
  7.89621053e-08 -3.77794124e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=209105322)",,[ 0.01669882 -0.80463387  0.3755152  -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=219258665)",,[ 0.01669088 -0.80463452  0.37553411 -2.98867323 -0.69383666 -1.60693765],[0. 0. 0. 0. 0. 0.],"[ 5.87043198e-04  4.21769852e-04 -4.67917333e-03  7.88750852e-07
  2.01500407e-07  1.36226557e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=219289926)",,[ 0.01670406 -0.8046295   0.37546856 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=229457830)",,[ 0.01669735 -0.80463079  0.37548863 -2.98867575 -0.69383305 -1.60693338],[0. 0. 0. 0. 0. 0.],"[ 6.88728699e-04  3.50616391e-04 -4.54001407e-03  3.04410518e-07
  1.68827891e-07  3.26290824e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=229492021)",,[ 0.01670896 -0.80462541  0.37542493 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=239640635)",,[ 0.01670319 -0.8046274   0.37544555 -2.98867618 -0.69383323 -1.60693132],[0. 0. 0. 0. 0. 0.],"[ 5.55749116e-04  3.35064946e-04 -4.22051463e-03 -2.01142547e-08
 -6.52673878e-08  5.82458311e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=239669666)",,[ 0.01671367 -0.80462147  0.37538296 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=249816409)",,[ 0.01670832 -0.80462416  0.37540491 -2.98867575 -0.69383744 -1.60693005],[0. 0. 0. 0. 0. 0.],"[ 4.91694375e-04  3.18776463e-04 -4.04795940e-03 -4.13535795e-07
 -9.57000631e-08  7.17560189e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=249870791)",,[ 0.01671846 -0.80461748  0.37534035 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=260089637)",,[ 0.0167128  -0.80462058  0.37536385 -2.98867537 -0.6938387  -1.60693013],[0. 0. 0. 0. 0. 0.],"[ 4.34081206e-04  3.29909190e-04 -3.71411286e-03 -2.89184535e-08
  1.16706020e-08  8.68496074e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=260131108)",,[ 0.01672314 -0.80461357  0.37529865 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=270339413)",,[ 0.01671604 -0.80461726  0.3753258  -2.98867604 -0.69383669 -1.60693048],[0. 0. 0. 0. 0. 0.],"[ 3.64791630e-04  3.46317263e-04 -3.95987213e-03  2.94634954e-07
  1.42382171e-07  3.80617736e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=270384525)",,[ 0.01672558 -0.80461154  0.37527699 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=280536139)",,[ 0.01671989 -0.80461362  0.37528554 -2.98867778 -0.69383342 -1.60692982],[0. 0. 0. 0. 0. 0.],"[ 3.98037661e-04  3.70044430e-04 -3.99471669e-03  4.37168553e-07
  1.60487347e-07 -1.60446329e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=280579061)",,[ 0.01673045 -0.80460747  0.37523361 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=290779456)",,[ 0.01672348 -0.80460939  0.37524749 -2.98867918 -0.69382933 -1.60692943],[0. 0. 0. 0. 0. 0.],"[ 3.64718724e-04  4.31246013e-04 -3.80639389e-03  4.19373017e-07
  8.51028352e-08 -5.69412713e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=290846268)",,[ 0.01673513 -0.80460356  0.37519195 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=301014652)",,[ 0.0167275  -0.80460549  0.37521044 -2.98867997 -0.6938276  -1.6069291 ],[0. 0. 0. 0. 0. 0.],"[ 3.72823842e-04  3.78868260e-04 -3.62033742e-03  1.65139183e-07
  5.80096544e-08 -4.30008805e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=301040843)",,[ 0.01673965 -0.80459979  0.37515167 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=311183526)",,[ 0.0167319  -0.80460161  0.37517105 -2.98868016 -0.69382749 -1.60692896],[0. 0. 0. 0. 0. 0.],"[ 3.86195459e-04  3.45352091e-04 -3.62953498e-03 -4.93000060e-08
 -2.83833957e-08 -4.69634624e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=311218177)",,[ 0.01674399 -0.80459616  0.37511301 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=321368161)",,[ 0.01673614 -0.8045986   0.37513614 -2.98867947 -0.69383165 -1.60692883],[0. 0. 0. 0. 0. 0.],"[ 3.88862238e-04  3.16347904e-04 -3.57273659e-03 -3.78619896e-07
 -5.18589522e-08 -3.90767459e-09]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=321441904)",,[ 0.01674823 -0.80459263  0.3750753  -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=331577326)",,[ 0.01674051 -0.8045961   0.37510353 -2.98867702 -0.69383942 -1.60693003],[0. 0. 0. 0. 0. 0.],"[ 4.24164122e-04  2.71308566e-04 -3.31895646e-03 -7.89098191e-07
 -1.23157504e-07  4.24025651e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=331608617)",,[ 0.01675231 -0.80458922  0.37503893 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=341737460)",,[ 0.01674538 -0.80459321  0.37507075 -2.98867699 -0.69384246 -1.6069283 ],[0. 0. 0. 0. 0. 0.],"[ 4.90243661e-04  3.07058216e-04 -3.30203956e-03 -3.05335269e-07
  4.28366826e-08  2.01526962e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=341791302)",,[ 0.01675437 -0.8045875   0.3750206  -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=352003857)",,[ 0.01675025 -0.80459036  0.37503872 -2.9886774  -0.69384484 -1.60692614],[0. 0. 0. 0. 0. 0.],"[ 4.72579424e-04  3.10211869e-04 -3.24479494e-03 -8.31110826e-08
  6.40673837e-08  1.87636814e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=352036769)",,[ 0.01675862 -0.80458396  0.37498279 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=362164061)",,[ 0.01675492 -0.80458685  0.3750018  -2.9886791  -0.69384378 -1.60692369],[0. 0. 0. 0. 0. 0.],"[ 3.88341376e-04  3.48294462e-04 -3.38374225e-03  1.93904477e-07
  1.43882272e-07  1.04811592e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=362202852)",,[ 0.01676277 -0.80458049  0.37494585 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=372347296)",,[ 0.0167586  -0.80458305  0.37496649 -2.98868245 -0.69383808 -1.60692078],[0. 0. 0. 0. 0. 0.],"[ 3.45399296e-04  3.85720540e-04 -3.52744405e-03  6.49525628e-07
  3.02613048e-07  8.15786489e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=372395058)",,[ 0.01676699 -0.80457697  0.37490828 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=382559331)",,[ 0.01676208 -0.80457911  0.37493051 -2.98868465 -0.69383241 -1.60691964],[0. 0. 0. 0. 0. 0.],"[ 3.82357791e-04  3.98407877e-04 -3.63087395e-03  6.51044847e-07
  1.96103443e-07  2.26815607e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=382601213)",,[ 0.01677127 -0.8045734   0.37487016 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=392747256)",,[ 0.01676579 -0.80457524  0.37489519 -2.98868607 -0.69382734 -1.60691896],[0. 0. 0. 0. 0. 0.],"[ 3.32656283e-04  3.90658045e-04 -3.55977286e-03  5.57334203e-07
  6.86102556e-08 -1.07696954e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=392791158)",,[ 0.01677594 -0.8045695   0.3748286  -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=402968712)",,[ 0.01676952 -0.80457153  0.37485967 -2.98868706 -0.6938244  -1.60691842],[0. 0. 0. 0. 0. 0.],"[ 3.59405178e-04  3.78652040e-04 -3.64696612e-03  3.01217959e-07
  1.85548461e-08 -7.62257890e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=402994033)",,[ 0.01678096 -0.80456531  0.37478389 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=413121536)",,[ 0.01677372 -0.80456746  0.37481811 -2.98868507 -0.69382512 -1.60692109],[0. 0. 0. 0. 0. 0.],"[ 3.91098758e-04  3.63209365e-04 -3.82329607e-03 -2.46965242e-07
 -2.01915979e-07 -1.42815803e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=413170997)",,[ 0.01678616 -0.80456096  0.37473757 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=423323960)",,[ 0.01677831 -0.80456435  0.37477956 -2.9886819  -0.69383227 -1.60692362],[0. 0. 0. 0. 0. 0.],"[ 4.87911218e-04  3.27838190e-04 -3.92431477e-03 -7.33600061e-07
 -2.84089318e-07 -5.84577263e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=423360832)",,[ 0.01678882 -0.80455875  0.37471392 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=433489374)",,[ 0.01678369 -0.80456138  0.37474064 -2.98867779 -0.6938427  -1.60692591],[0. 0. 0. 0. 0. 0.],"[ 5.24843780e-04  3.24291729e-04 -3.90888115e-03 -1.05497301e-06
 -2.71697404e-07  3.38458572e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=433526375)",,[ 0.016794   -0.80455442  0.37466781 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=443667149)",,[ 0.01678867 -0.80455862  0.37470032 -2.98867426 -0.693853   -1.60692843],[0. 0. 0. 0. 0. 0.],"[ 5.17072905e-04  2.95615027e-04 -3.98884475e-03 -1.01713227e-06
 -2.14069486e-07  1.62383262e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=443702210)",,[ 0.01679877 -0.80455044  0.37462533 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=453855633)",,[ 0.0167937  -0.80455531  0.37465901 -2.98867259 -0.69385946 -1.60692937],[0. 0. 0. 0. 0. 0.],"[ 5.25011445e-04  3.45798472e-04 -4.15979135e-03 -4.43310725e-07
 -7.82290524e-08  2.91551923e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=453986538)",,[ 0.01680312 -0.80454681  0.37458656 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=464133101)",,[ 0.01679777 -0.80455104  0.37461661 -2.98867153 -0.69385913 -1.60693203],[0. 0. 0. 0. 0. 0.],"[ 4.04295860e-04  3.98533002e-04 -3.93536310e-03  2.04733298e-07
 -4.80361956e-08 -1.15120021e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=464164463)",,[ 0.01680708 -0.8045435   0.37455132 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=474287885)",,[ 0.01680184 -0.804547    0.37457948 -2.98867165 -0.69385283 -1.60693311],[0. 0. 0. 0. 0. 0.],"[ 4.34452209e-04  4.11659931e-04 -3.74902225e-03  6.41811980e-07
 -5.58580113e-08 -8.67521337e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=474328066)",,[ 0.01681084 -0.80454037  0.37451788 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=484482370)",,[ 0.01680581 -0.8045432   0.37454252 -2.9886729  -0.69384402 -1.60693287],[0. 0. 0. 0. 0. 0.],"[ 4.14520882e-04  3.66117714e-04 -3.56354493e-03  7.74474188e-07
  3.18283268e-08 -1.61328071e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=484508821)",,[ 0.01681421 -0.80453755  0.37448785 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=494653744)",,[ 0.01680953 -0.80453991  0.37450809 -2.98867384 -0.69383736 -1.60693254],[0. 0. 0. 0. 0. 0.],"[ 3.98100883e-04  3.04725731e-04 -3.37748327e-03  6.33742277e-07
  3.39982900e-08 -4.51319547e-09]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=494695735)",,[ 0.01681568 -0.80453632  0.37447473 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=504929162)",,[ 0.01681305 -0.80453718  0.37447988 -2.98867373 -0.69383444 -1.6069324 ],[0. 0. 0. 0. 0. 0.],"[ 3.38510187e-04  2.45221363e-04 -2.78367265e-03  1.90883898e-07
 -4.10033755e-08 -2.18414499e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=504987594)",,[ 0.01681832 -0.80453412  0.37445124 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=515207500)",,[ 0.01681624 -0.80453463  0.3744517  -2.98867386 -0.69383058 -1.60693253],[0. 0. 0. 0. 0. 0.],"[ 2.55596279e-04  2.11739856e-04 -2.37318639e-03  1.97761816e-07
 -2.82921777e-08 -3.13503495e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=515269473)",,[ 0.01682023 -0.80453253  0.37443424 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=525445207)",,[ 0.01681865 -0.80453261  0.37443053 -2.988674   -0.69382597 -1.6069329 ],[0. 0. 0. 0. 0. 0.],"[ 2.38922792e-04  1.91926050e-04 -2.06656776e-03  4.11894975e-07
 -2.79547420e-08 -5.11954855e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=525479238)",,[ 0.01682144 -0.80453151  0.37442342 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=535631071)",,[ 0.01682026 -0.80453102  0.37441459 -2.9886744  -0.69382238 -1.606933  ],[0. 0. 0. 0. 0. 0.],"[ 1.58561405e-04  1.47897554e-04 -1.54044715e-03  3.41296966e-07
  3.26429120e-08 -3.17200162e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=535694544)",,[ 0.01682196 -0.80453108  0.37441886 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=545909679)",,[ 0.01682207 -0.80453005  0.37440339 -2.98867452 -0.69381872 -1.60693264],[0. 0. 0. 0. 0. 0.],"[ 1.69164696e-04  9.06353578e-05 -1.01333678e-03  3.83145087e-07
  3.29368500e-08  4.92305208e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=545935560)",,[ 0.01682176 -0.80453125  0.37442065 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=556093054)",,[ 0.01682362 -0.80452943  0.37439767 -2.98867498 -0.69381487 -1.6069317 ],[0. 0. 0. 0. 0. 0.],"[ 1.16964050e-04  3.64043164e-05 -4.08191137e-04  2.79091223e-07
 -6.85568854e-09  2.45189793e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=556141416)",,[ 0.01682156 -0.80453141  0.37442237 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=566299199)",,[ 0.01682376 -0.8045293   0.37439653 -2.98867547 -0.69381324 -1.6069315 ],[0. 0. 0. 0. 0. 0.],"[ 2.50530754e-05  7.34024767e-06 -8.84305085e-05  1.02687141e-07
  1.20993717e-08 -5.97690427e-10]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=566323210)",,[ 0.01682126 -0.80453166  0.37442504 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=576450223)",,[ 0.01682354 -0.80452938  0.3743972  -2.98867592 -0.69381333 -1.60693155],[0. 0. 0. 0. 0. 0.],"[-2.16325587e-05 -1.32933437e-05  6.30385273e-05 -2.62577575e-09
  5.04247804e-08 -3.12701250e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=576501045)",,[ 0.01682152 -0.80453145  0.37442273 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=586688649)",,[ 0.01682353 -0.80452944  0.37439789 -2.98867621 -0.69381339 -1.60693129],[0. 0. 0. 0. 0. 0.],"[-4.61609204e-06 -1.17595853e-05  7.57340550e-05 -2.79725469e-08
  2.42696716e-08  2.73210625e-09]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=586797123)",,[ 0.01682251 -0.80453062  0.37441389 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=596955317)",,[ 0.01682336 -0.80452958  0.37439819 -2.98867622 -0.69381364 -1.60693161],[0. 0. 0. 0. 0. 0.],"[-2.75752185e-05 -1.07043266e-05  1.60062631e-05  5.75980351e-09
 -1.02087746e-08 -5.90964899e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=596984908)",,[ 0.01682411 -0.80452929  0.37439971 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=607104780)",,[ 0.01682353 -0.8045296   0.37439767 -2.98867676 -0.69381374 -1.60693082],[0. 0. 0. 0. 0. 0.],"[ 6.04028644e-06  1.46549677e-06 -8.97962037e-05  6.01532741e-08
  6.57700220e-08  2.88711685e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=607136701)",,[ 0.01682653 -0.80452726  0.37437813 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=617273345)",,[ 0.016824   -0.80452962  0.37439436 -2.98867768 -0.69381467 -1.60692992],[0. 0. 0. 0. 0. 0.],"[ 4.48805801e-05  1.76972196e-05 -4.69317736e-04 -6.69157029e-08
  5.76601105e-08  1.32583278e-09]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=617307986)",,[ 0.01682973 -0.80452459  0.37434965 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=627452928)",,[ 0.01682584 -0.80452873  0.37437988 -2.98867737 -0.69382181 -1.60692907],[0. 0. 0. 0. 0. 0.],"[ 2.21498571e-04  7.52199022e-05 -1.50372608e-03 -9.13933166e-07
 -1.71700468e-08  1.40079820e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=627477740)",,[ 0.01683378 -0.80452121  0.37431357 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=637598361)",,[ 0.0168291  -0.80452703  0.37435728 -2.98867587 -0.69383221 -1.60692892],[0. 0. 0. 0. 0. 0.],"[ 3.32677176e-04  1.70564073e-04 -2.29359375e-03 -1.09090944e-06
 -7.33823831e-08  1.10934587e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=637631453)",,[ 0.01683604 -0.80451933  0.37429347 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=647782036)",,[ 0.01683341 -0.80452455  0.37433053 -2.98867362 -0.69384521 -1.60692917],[0. 0. 0. 0. 0. 0.],"[ 4.23153630e-04  2.60507654e-04 -2.75675315e-03 -1.20790341e-06
 -1.26374684e-07  7.70526287e-08]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=647814977)",,[ 0.01684101 -0.80451518  0.37424918 -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=657955730)",,[ 0.01683694 -0.80452155  0.37429835 -2.9886716  -0.69385678 -1.60693128],[0. 0. 0. 0. 0. 0.],"[ 3.38901247e-04  3.01294368e-04 -3.26600815e-03 -1.09695666e-06
 -1.24547267e-07 -1.35368099e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1769591430, nanosec=657996922)",,[ 0.01684657 -0.80451054  0.3741997  -2.98867522 -0.69382544 -1.60693116],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
