header.stamp,header.frame_id,cr7_pos,cr7_force,cr7_vel,topic
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=894865814)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=895009130)",,"[ 5.53908791e-18 -9.04601705e-02  1.49800572e-01  3.14159265e+00
 -7.85398163e-01  1.57079633e+00]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=905289441)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=905335403)",,[-0.00737699 -0.60013791  0.41191882  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=915526381)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=915590363)",,[-0.00737685 -0.60014053  0.41191875  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=925806351)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=925839873)",,[-0.00737598 -0.60014273  0.41191933  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=936011930)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=936076683)",,[-0.00737526 -0.60014311  0.41191926  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=946263500)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=946289941)",,[-0.00737526 -0.60014221  0.41191709  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=956434067)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=956496359)",,[-0.00737615 -0.60014088  0.41191475  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=966693787)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=966717098)",,[-0.00737685 -0.60014008  0.41191442  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=976873995)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=976924186)",,[-0.00737833 -0.60013847  0.41191583  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=987075443)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=987112984)",,[-0.00737872 -0.60013818  0.41191776  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=997268990)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977965, nanosec=997319182)",,[-0.00737789 -0.60013859  0.41191868  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=7508920)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=7537211)",,[-0.00737728 -0.60013951  0.41191828  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=17701698)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=17764220)",,[-0.00737644 -0.60014038  0.41191806  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=27956838)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=27980009)",,[-0.00737611 -0.6001416   0.41191863  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=38127674)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=38163466)",,[-0.00737558 -0.60014149  0.41191821  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=48364584)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=48432197)",,[-0.00737586 -0.6001411   0.41191744  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=58682657)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=58756570)",,[-0.00737659 -0.60014032  0.4119156   2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=69011899)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=69082662)",,[-0.00737789 -0.60013935  0.41191551  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=79305801)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=79341892)",,[-0.00737851 -0.60013894  0.41191632  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=89520250)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=89568341)",,[-0.00737798 -0.60013906  0.41191786  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=99782430)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=99845582)",,[-0.00737723 -0.60013892  0.41191845  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=110050120)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=110073571)",,[-0.00737663 -0.6001398   0.41191803  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=120203717)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=120239558)",,[-0.00737637 -0.60014052  0.4119181   2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=130383124)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=130401895)",,[-0.00737609 -0.60014118  0.41191834  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=140571871)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=140626773)",,[-0.00737588 -0.60014148  0.4119177   2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=150908625)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=150981778)",,[-0.00737664 -0.6001404   0.41191726  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=161239048)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=161307821)",,[-0.00737719 -0.60013938  0.41191605  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=171572211)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=171642234)",,[-0.00737805 -0.60013926  0.4119156   2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=181910655)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=181986878)",,[-0.00737825 -0.60013938  0.41191662  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=192238938)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=192292670)",,[-0.00737814 -0.60013926  0.41191741  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=202495648)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=202531289)",,[-0.00737719 -0.60013976  0.41191806  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=212719647)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=212758988)",,[-0.00737609 -0.60014005  0.41191758  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=222944106)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=223004748)",,[-0.00737575 -0.60014068  0.41191778  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=233266709)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=233316981)",,[-0.00737619 -0.6001406   0.41191802  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=243511568)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=243547480)",,[-0.00737651 -0.60014075  0.41191764  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=253695466)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=253717317)",,[-0.00737757 -0.60013979  0.41191679  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=263833141)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=263863923)",,[-0.00737787 -0.60013907  0.41191625  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=273987118)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=274006009)",,[-0.00737789 -0.60013902  0.41191621  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=284119343)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=284151184)",,[-0.00737715 -0.60013941  0.41191667  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=294280499)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=294304350)",,[-0.00737657 -0.60013979  0.41191765  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=304420275)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=304445976)",,[-0.00737639 -0.6001404   0.41191801  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=314570741)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=314598922)",,[-0.00737718 -0.60014051  0.41191774  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=324735718)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=324773589)",,[-0.00737689 -0.60014018  0.41191726  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=334921445)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=334942516)",,[-0.00737674 -0.60014018  0.41191716  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=345079472)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=345114873)",,[-0.00737684 -0.60013973  0.41191693  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=355266479)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=355288890)",,[-0.00737688 -0.60013957  0.41191685  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=365428676)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=365463877)",,[-0.00737734 -0.60013945  0.41191707  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=375614933)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=375640194)",,[-0.00737774 -0.6001395   0.4119165   2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=385778990)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=385814901)",,[-0.0073776  -0.60014021  0.41191681  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=396396694)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=396419805)",,[-0.00737737 -0.60014004  0.41191743  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=406556491)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=406592762)",,[-0.00737678 -0.60014017  0.41191718  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=416742608)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=416764019)",,[-0.00737611 -0.60014012  0.41191739  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=426899504)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=426927195)",,[-0.00737669 -0.60014018  0.41191717  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=437070491)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=437089002)",,[-0.00737736 -0.60014024  0.41191692  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=447218387)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=447274590)",,[-0.00737753 -0.60014026  0.41191686  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=457436836)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=457465057)",,[-0.00737758 -0.60014026  0.41191684  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=467592892)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=467621643)",,[-0.00737693 -0.60013961  0.41191684  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=477769620)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=477796210)",,[-0.00737734 -0.60013945  0.41191707  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=487920936)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=487952467)",,[-0.00737738 -0.60013986  0.41191738  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=498100162)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=498124734)",,[-0.0073769  -0.60014013  0.41191723  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=508244789)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=508272090)",,[-0.00737674 -0.60014018  0.41191716  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=518422756)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=518443667)",,[-0.00737673 -0.60014018  0.41191716  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=528556181)",,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_state
"builtin_interfaces.msg.Time(sec=1768977966, nanosec=528584432)",,[-0.00737673 -0.60014018  0.41191716  2.19208808  0.58668213  0.81246062],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
