header.stamp,header.frame_id,cr7_pos,cr7_force,cr7_vel,topic
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=750823315)",,"[-3.67932577e-04 -6.15204626e-01  4.07638923e-01  2.23206096e+00
  5.57164425e-01  8.13411299e-01]",[0. 0. 0. 0. 0. 0.],"[ 6.57532186e-03 -4.95423585e-03  1.43903757e-02  4.20902405e-05
  2.63525312e-04  6.65991915e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=750847296)",,"[-3.45875881e-04 -6.15217693e-01  4.07715325e-01  2.23567411e+00
  5.59003117e-01  8.16091165e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=760967451)",,"[-3.09879981e-04 -6.15257165e-01  4.07783067e-01  2.23498740e+00
  5.58823760e-01  8.15650275e-01]",[0. 0. 0. 0. 0. 0.],"[ 4.23041076e-03 -4.84876556e-03  1.34731721e-02  4.50658230e-05
  2.71837024e-04  5.91311875e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=760990402)",,"[-2.71086777e-04 -6.15260709e-01  4.07862127e-01  2.23811919e+00
  5.60372734e-01  8.17927432e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=771104137)",,"[-2.80743942e-04 -6.15301191e-01  4.07909625e-01  2.23760762e+00
  5.60271701e-01  8.17560808e-01]",[0. 0. 0. 0. 0. 0.],"[ 1.96529910e-03 -4.28794932e-03  1.20396077e-02  4.54858247e-05
  2.53357943e-04  4.89409121e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=771128188)",,"[-1.95135792e-04 -6.15308232e-01  4.07998579e-01  2.24049987e+00
  5.61700587e-01  8.19710470e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=781250512)",,"[-2.72844313e-04 -6.15339840e-01  4.08020102e-01  2.23989407e+00
  5.61486145e-01  8.19174888e-01]",[0. 0. 0. 0. 0. 0.],"[ 1.11620667e-03 -3.83531383e-03  1.10660558e-02  4.30335359e-05
  2.21806841e-04  4.08693856e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=781271553)",,"[-1.17645760e-04 -6.15356118e-01  4.08131836e-01  2.24278098e+00
  5.62923806e-01  8.21399268e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=791381138)",,"[-2.18837495e-04 -6.15382547e-01  4.08140091e-01  2.24202556e+00
  5.62648474e-01  8.20737306e-01]",[0. 0. 0. 0. 0. 0.],"[ 5.92289307e-03 -4.40693964e-03  1.22012112e-02  3.78143014e-05
  2.14512566e-04  4.48643346e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=791402408)",,"[-2.48477989e-05 -6.15399319e-01  4.08255005e-01  2.24494995e+00
  5.64122165e-01  8.22898619e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=801520703)",,"[-1.38432209e-04 -6.15427924e-01  4.08255151e-01  2.24409365e+00
  5.63754931e-01  8.22256916e-01]",[0. 0. 0. 0. 0. 0.],"[ 7.21712147e-03 -4.63660631e-03  1.12860402e-02  3.77485933e-05
  2.02464637e-04  3.92318595e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=801539184)",,"[ 7.69571150e-05 -6.15436059e-01  4.08375183e-01  2.24692717e+00
  5.65169542e-01  8.24129900e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=811653098)",,"[-6.05259161e-05 -6.15464697e-01  4.08346971e-01  2.24605684e+00
  5.64781914e-01  8.23587104e-01]",[0. 0. 0. 0. 0. 0.],"[ 7.20970148e-03 -3.32612731e-03  8.68645962e-03  3.80415490e-05
  1.87766563e-04  2.45175943e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=811684010)",,"[ 1.28019624e-04 -6.15447856e-01  4.08423900e-01  2.24776576e+00
  5.65629193e-01  8.24604910e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=821823625)",,"[ 1.79625931e-05 -6.15488896e-01  4.08425283e-01  2.24783006e+00
  5.65662500e-01  8.24640458e-01]",[0. 0. 0. 0. 0. 0.],"[ 8.18833936e-03 -2.30022725e-03  7.61979578e-03  3.57885825e-05
  1.65962709e-04  9.99851059e-06]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=821844836)",,"[ 1.91825357e-04 -6.15477346e-01  4.08513898e-01  2.24928750e+00
  5.66421370e-01  8.25633568e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=831967861)",,"[ 8.85144769e-05 -6.15510587e-01  4.08508823e-01  2.24947226e+00
  5.66513656e-01  8.25564471e-01]",[0. 0. 0. 0. 0. 0.],"[ 6.31385780e-03 -2.18602927e-03  7.83959920e-03  2.65471377e-05
  1.38810355e-04  5.35776259e-06]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=832003943)",,"[ 2.65648516e-04 -6.15503178e-01  4.08598969e-01  2.25072934e+00
  5.67165628e-01  8.26516453e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=842134978)",,"[ 1.63371164e-04 -6.15532411e-01  4.08595269e-01  2.25071793e+00
  5.67151751e-01  8.26363785e-01]",[0. 0. 0. 0. 0. 0.],"[ 7.79903769e-03 -2.08039727e-03  8.78206879e-03  2.32224096e-05
  1.18700099e-04  1.30742142e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=842159899)",,"[ 3.38405614e-04 -6.15524853e-01  4.08677499e-01  2.25204306e+00
  5.67838055e-01  8.27283443e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=852280614)",,"[ 2.64874542e-04 -6.15552142e-01  4.08691826e-01  2.25186521e+00
  5.67782381e-01  8.27127024e-01]",[0. 0. 0. 0. 0. 0.],"[ 1.02284103e-02 -1.97373500e-03  9.61297974e-03  1.86603771e-05
  1.13556847e-04  1.51077301e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=852309875)",,"[ 3.79761617e-04 -6.15539453e-01  4.08733589e-01  2.25297997e+00
  5.68347163e-01  8.27887431e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=862437820)",,"[ 3.55776001e-04 -6.15565566e-01  4.08763973e-01  2.25290713e+00
  5.68330327e-01  8.27798634e-01]",[0. 0. 0. 0. 0. 0.],"[ 8.92598343e-03 -1.17777853e-03  6.62895687e-03  1.93176754e-05
  9.97111221e-05  1.18785195e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=862466241)",,"[ 3.98049609e-04 -6.15550439e-01  4.08771375e-01  2.25366796e+00
  5.68766649e-01  8.28403168e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=872587196)",,"[ 4.09630365e-04 -6.15569813e-01  4.08800955e-01  2.25370473e+00
  5.68724353e-01  8.28324114e-01]",[0. 0. 0. 0. 0. 0.],"[ 5.06055447e-03 -2.85074803e-04  3.30375811e-03  1.56494037e-05
  7.07807943e-05  1.06227447e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=872610547)",,"[ 4.22674253e-04 -6.15555437e-01  4.08800428e-01  2.25416347e+00
  5.69040217e-01  8.28680537e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=882735222)",,"[ 4.51882002e-04 -6.15571150e-01  4.08823584e-01  2.25422723e+00
  5.69013127e-01  8.28712330e-01]",[0. 0. 0. 0. 0. 0.],"[ 4.44070420e-03 -1.77109385e-04  2.56453223e-03  7.14095284e-06
  5.06037665e-05  1.03259622e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=882770273)",,"[ 4.32449992e-04 -6.15555917e-01  4.08812457e-01  2.25436887e+00
  5.69152436e-01  8.28791811e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=892895809)",,"[ 5.07540693e-04 -6.15573396e-01  4.08860983e-01  2.25458360e+00
  5.69257978e-01  8.28985281e-01]",[0. 0. 0. 0. 0. 0.],"[ 5.08721148e-03 -2.38380972e-04  3.51596596e-03  1.24077006e-06
  3.31115221e-05  6.48398940e-06]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=892936900)",,"[ 4.39929441e-04 -6.15556011e-01  4.08823404e-01  2.25454935e+00
  5.69250918e-01  8.28889284e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=903065595)",,"[ 5.46161248e-04 -6.15574611e-01  4.08895575e-01  2.25472913e+00
  5.69392121e-01  8.29089158e-01]",[0. 0. 0. 0. 0. 0.],"[ 3.45240871e-03 -4.01087939e-05  3.11644733e-03 -1.49631707e-06
  1.63425924e-05  2.29363805e-06]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=903091336)",,"[ 4.24486826e-04 -6.15556783e-01  4.08822554e-01  2.25452658e+00
  5.69238506e-01  8.28952379e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=913207971)",,"[ 5.57032366e-04 -6.15570366e-01  4.08909516e-01  2.25475314e+00
  5.69433435e-01  8.29109012e-01]",[0. 0. 0. 0. 0. 0.],"[ 5.14033839e-04  4.52509924e-04  1.00815863e-03 -1.55222826e-06
  2.46845074e-06  2.21670391e-07]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=913229172)",,"[ 3.88280688e-04 -6.15557962e-01  4.08816579e-01  2.25449317e+00
  5.69254821e-01  8.29164494e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=923342097)",,"[ 5.32141665e-04 -6.15560267e-01  4.08899278e-01  2.25465811e+00
  5.69390015e-01  8.29097021e-01]",[0. 0. 0. 0. 0. 0.],"[-2.16202948e-03  1.02176431e-03 -9.49183076e-04 -2.17321859e-06
 -9.51965350e-06  7.50055138e-06]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=923369908)",,"[ 3.28232151e-04 -6.15561412e-01  4.08799548e-01  2.25438144e+00
  5.69283971e-01  8.29472507e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=933482982)",,"[ 4.96150986e-04 -6.15550690e-01  4.08881063e-01  2.25452299e+00
  5.69344774e-01  8.29256376e-01]",[0. 0. 0. 0. 0. 0.],"[-3.67584397e-03  8.95686775e-04 -1.99329509e-03 -4.72875402e-06
 -1.18879063e-05  2.48280939e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=933505763)",,"[ 2.60517600e-04 -6.15568749e-01  4.08786810e-01  2.25423399e+00
  5.69263096e-01  8.29777931e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=943617358)",,"[ 4.35502050e-04 -6.15547174e-01  4.08853150e-01  2.25436352e+00
  5.69297808e-01  8.29564958e-01]",[0. 0. 0. 0. 0. 0.],"[-6.32568641e-03  2.62518214e-04 -2.92182296e-03 -5.53451943e-06
 -1.42143569e-05  4.07998493e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=943637258)",,"[ 1.92291572e-04 -6.15581532e-01  4.08777094e-01  2.25402710e+00
  5.69198362e-01  8.30023315e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=953745493)",,"[ 3.64569198e-04 -6.15551614e-01  4.08831112e-01  2.25418219e+00
  5.69254472e-01  8.29891993e-01]",[0. 0. 0. 0. 0. 0.],"[-7.07104404e-03 -6.20805648e-04 -1.99731872e-03 -7.09651833e-06
 -1.47098188e-05  4.18772644e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=953764614)",,"[ 1.39355683e-04 -6.15598592e-01  4.08783063e-01  2.25393729e+00
  5.69152835e-01  8.30287171e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=963874928)",,"[ 2.87945255e-04 -6.15568220e-01  4.08817757e-01  2.25399552e+00
  5.69215086e-01  8.30170469e-01]",[0. 0. 0. 0. 0. 0.],"[-7.67679073e-03 -1.73882218e-03 -1.21937351e-03 -6.92110419e-06
 -1.41994336e-05  3.64351986e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=963900369)",,"[ 1.08442038e-04 -6.15609222e-01  4.08783772e-01  2.25387309e+00
  5.69118014e-01  8.30436888e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=974013813)",,"[ 1.97346232e-04 -6.15587152e-01  4.08803148e-01  2.25388708e+00
  5.69166610e-01  8.30444408e-01]",[0. 0. 0. 0. 0. 0.],"[-8.17914607e-03 -1.57117979e-03 -1.53349289e-03 -9.06422365e-07
 -9.41681849e-06  2.90617305e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=974033444)",,"[ 2.06166344e-05 -6.15636610e-01  4.08773175e-01  2.25362995e+00
  5.68985431e-01  8.30805837e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=984141039)",,"[ 1.01534495e-04 -6.15604298e-01  4.08775908e-01  2.25378707e+00
  5.69054694e-01  8.30738286e-01]",[0. 0. 0. 0. 0. 0.],"[-9.61222924e-03 -1.79581602e-03 -2.81793315e-03  2.41481679e-06
 -1.56092556e-05  3.58953565e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=984160870)",,"[-9.76267780e-05 -6.15665071e-01  4.08753435e-01  2.25331627e+00
  5.68814235e-01  8.31301187e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=994269434)",,"[-1.37417249e-06 -6.15630184e-01  4.08747702e-01  2.25356388e+00
  5.68877857e-01  8.31070466e-01]",[0. 0. 0. 0. 0. 0.],"[-1.06907284e-02 -2.74539229e-03 -2.80984847e-03  1.11552920e-07
 -2.86668047e-05  4.80008327e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977974, nanosec=994292255)",,"[-2.20364756e-04 -6.15686142e-01  4.08725497e-01  2.25292270e+00
  5.68599308e-01  8.31730387e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=4404209)",,"[-1.16679677e-04 -6.15658638e-01  4.08720986e-01  2.25324511e+00
  5.68678293e-01  8.31524873e-01]",[0. 0. 0. 0. 0. 0.],"[-1.12187924e-02 -2.76168285e-03 -2.76594383e-03 -3.42378951e-06
 -3.44758894e-05  6.42368763e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=4425980)",,"[-3.70876469e-04 -6.15706559e-01  4.08698531e-01  2.25252349e+00
  5.68381174e-01  8.32305671e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=14535215)",,"[-2.30927870e-04 -6.15684278e-01  4.08687513e-01  2.25285123e+00
  5.68447873e-01  8.32031728e-01]",[0. 0. 0. 0. 0. 0.],"[-1.15065627e-02 -2.20998216e-03 -3.57349439e-03 -4.06327949e-06
 -4.09455030e-05  7.26152328e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=14557726)",,"[-5.55779075e-04 -6.15735695e-01  4.08673843e-01  2.25212398e+00
  5.68162742e-01  8.33082658e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=24670181)",,"[-3.70475955e-04 -6.15700306e-01  4.08645617e-01  2.25249359e+00
  5.68220276e-01  8.32581396e-01]",[0. 0. 0. 0. 0. 0.],"[-1.49923330e-02 -1.63238521e-03 -3.99389465e-03 -3.29771147e-06
 -3.75675483e-05  7.47663803e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=24694321)",,"[-7.88408361e-04 -6.15773847e-01  4.08651456e-01  2.25174946e+00
  5.68001814e-01  8.34196634e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=34844487)",,"[-5.59877190e-04 -6.15717276e-01  4.08599841e-01  2.25211568e+00
  5.67960742e-01  8.33309335e-01]",[0. 0. 0. 0. 0. 0.],"[-2.02226563e-02 -1.67910989e-03 -4.77786791e-03 -2.26477900e-06
 -4.08314256e-05  9.48296889e-05]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=34868398)",,"[-9.01189061e-04 -6.15792919e-01  4.08644678e-01  2.25164015e+00
  5.67979160e-01  8.34809458e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=44996053)",,"[-7.97020729e-04 -6.15749373e-01  4.08579451e-01  2.25173479e+00
  5.67798899e-01  8.34431668e-01]",[0. 0. 0. 0. 0. 0.],"[-2.08647571e-02 -3.09056333e-03 -1.29843378e-03 -9.62669948e-06
 -2.94152792e-05  1.25097665e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=45020284)",,"[-1.17995855e-03 -6.15842250e-01  4.08629947e-01  2.25139314e+00
  5.67925971e-01  8.36339051e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=55136219)",,"[-1.00099571e-03 -6.15787669e-01  4.08587246e-01  2.25145834e+00
  5.67734954e-01  8.35690835e-01]",[0. 0. 0. 0. 0. 0.],"[-2.02847447e-02 -3.85742452e-03  7.89219787e-04 -1.06533120e-05
 -2.15819376e-05  1.43923122e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=55160970)",,"[-1.48462584e-03 -6.15892329e-01  4.08613937e-01  2.25118036e+00
  5.67947348e-01  8.38075607e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=65274664)",,"[-1.23574993e-03 -6.15834658e-01  4.08598040e-01  2.25121788e+00
  5.67749600e-01  8.37195520e-01]",[0. 0. 0. 0. 0. 0.],"[-2.38256364e-02 -4.54156868e-03  9.83059190e-04 -1.49505778e-05
 -1.30881871e-05  1.65468376e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=65300445)",,"[-1.89282958e-03 -6.15954484e-01  4.08583681e-01  2.25090357e+00
  5.68060404e-01  8.40442699e-01]",[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=75417480)",,"[-1.54142602e-03 -6.15882630e-01  4.08589204e-01  2.25098629e+00
  5.67796506e-01  8.39029810e-01]",[0. 0. 0. 0. 0. 0.],"[-3.19445528e-02 -5.00945411e-03 -1.39124439e-03 -1.84036110e-05
 -9.98877865e-06  2.06927095e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=75449591)",,[-0.00233823 -0.61601481  0.40854715  2.25059833  0.56821105  0.84302061],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=85577587)",,"[-1.90678728e-03 -6.15936318e-01  4.08567942e-01  2.25071386e+00
  5.67892088e-01  8.41305331e-01]",[0. 0. 0. 0. 0. 0.],"[-3.66850305e-02 -5.44632869e-03 -1.97183512e-03 -2.40831577e-05
 -9.69923248e-06  2.46472520e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=85618159)",,[-0.0028398  -0.61607429  0.40848828  2.25017078  0.56843072  0.84588764],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=95749534)",,[-0.00230699 -0.6159927   0.4085431   2.2504077   0.56807053  0.84389734],[0. 0. 0. 0. 0. 0.],"[-4.01784290e-02 -5.83663665e-03 -2.36258153e-03 -3.32083706e-05
 -7.11096591e-06  2.78659840e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=95786995)",,[-0.00334479 -0.61613415  0.40841008  2.24966058  0.56870316  0.84876534],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=105909520)",,[-0.00283812 -0.61606282  0.4084985   2.2498921   0.56832179  0.84701316],[0. 0. 0. 0. 0. 0.],"[-4.93577059e-02 -5.96283672e-03 -4.92309796e-03 -4.35286947e-05
 -1.61025230e-05  3.10335710e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=105948781)",,[-0.00359004 -0.61616999  0.40837159  2.24951478  0.56894163  0.8502972 ],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=116071057)",,[-0.00329012 -0.61612574  0.40845223  2.24939839  0.56865374  0.84975445],[0. 0. 0. 0. 0. 0.],"[-4.44380001e-02 -6.35236454e-03 -4.70421991e-03 -5.24184874e-05
 -6.99557536e-06  2.96486019e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=116105938)",,[-0.00405898 -0.61625933  0.4083101   2.24927722  0.56935739  0.85328522],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=126224013)",,[-0.00375446 -0.61619781  0.40839591  2.24905907  0.5691083   0.85254943],[0. 0. 0. 0. 0. 0.],"[-4.63912469e-02 -7.25722421e-03 -5.54458124e-03 -5.11989515e-05
  9.80272747e-06  2.95708847e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=126253154)",,[-0.00454286 -0.61636573  0.40826471  2.24916525  0.56985378  0.85648896],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=136370688)",,[-0.00421932 -0.61627749  0.40834592  2.2489194   0.5696181   0.85539268],[0. 0. 0. 0. 0. 0.],"[-4.67599027e-02 -8.04615876e-03 -5.12200962e-03 -4.39971816e-05
  2.55389646e-05  2.90824171e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=136403340)",,[-0.00502629 -0.6164746   0.40823801  2.24917912  0.5703846   0.85977817],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=146514455)",,[-0.0047011  -0.61637438  0.40829847  2.2489121   0.57016027  0.85843917],[0. 0. 0. 0. 0. 0.],"[-4.85102464e-02 -1.00741696e-02 -4.56415812e-03 -4.08270403e-05
  3.53548985e-05  3.09797816e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=146545336)",,[-0.00547583 -0.61657696  0.40822458  2.24926612  0.57088311  0.86287031],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=156661011)",,[-0.0051596  -0.61647619  0.40827632  2.24895048  0.57070182  0.86152608],[0. 0. 0. 0. 0. 0.],"[-4.46182568e-02 -1.06957110e-02 -1.21955324e-03 -4.10637718e-05
  3.87336389e-05  3.02460268e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=156694842)",,[-0.00592793 -0.61667651  0.40821459  2.24943083  0.57139969  0.86602482],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=166835297)",,[-0.00558119 -0.61657973  0.40826163  2.24910372  0.57123681  0.86447987],[0. 0. 0. 0. 0. 0.],"[-4.12629317e-02 -1.01932394e-02 -1.84606754e-03 -3.05900011e-05
  4.34696444e-05  2.81903091e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=166867729)",,[-0.00637482 -0.61677018  0.40821012  2.24964901  0.5718554   0.86916519],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=177003414)",,[-0.00605747 -0.61668601  0.40822643  2.2493935   0.57173212  0.86767194],[0. 0. 0. 0. 0. 0.],"[-4.27394879e-02 -9.34690385e-03 -3.44128218e-03 -1.83855095e-05
  4.50517759e-05  2.71864587e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=177028425)",,[-0.00660642 -0.61682011  0.40820819  2.24976743  0.57207147  0.87079149],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=187139310)",,[-0.00650743 -0.61676874  0.40817339  2.24974098  0.57210634  0.87056792],[0. 0. 0. 0. 0. 0.],"[-4.49246785e-02 -8.42211720e-03 -5.00394813e-03 -1.05110902e-05
  4.57670266e-05  2.66997397e-04]",xmate_state
"builtin_interfaces.msg.Time(sec=1768977975, nanosec=187167751)",,[-0.00708351 -0.61692951  0.40820143  2.24998357  0.57244042  0.87410211],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],xmate_target_pos
