index,x,y,z
2,4.23776,6.16953,-44.4176
2,4.29561,6.25827,-44.4213
2,4.12748,6.3207,-44.3844
2,4.23922,6.28552,-44.4562
2,4.21109,6.26974,-44.364
2,4.18897,6.34295,-44.4391
2,4.16956,6.3337,-44.4816
2,4.30669,6.26325,-44.438
2,4.2069,6.27938,-44.4293
2,4.11164,6.29827,-44.3319
2,4.23801,6.3497,-44.4508
2,4.23218,6.33998,-44.3892
2,4.29071,6.20938,-44.4685
2,4.2391,6.26406,-44.471
2,4.22245,6.16186,-44.3459
2,4.23882,6.17304,-44.4321
2,4.16416,6.33594,-44.405
2,4.29877,6.22649,-44.442
2,4.28717,6.2413,-44.4849
4,3.31115,4.27338,-45.1048
4,3.1946,4.18648,-45.0115
4,3.2976,4.2203,-45.1011
4,3.19994,4.26088,-44.9525
4,3.30045,4.19734,-45.1028
4,3.22878,4.2323,-45.0388
4,3.20096,4.23377,-45.0233
4,3.27323,4.2023,-45.0944
4,3.28449,4.2316,-45.1063
4,3.25856,4.15629,-45.0603
4,3.21786,4.12089,-45.0822
4,3.31147,4.20972,-45.1404
4,3.27825,4.26415,-45.1225
4,3.29146,4.24536,-45.1033
4,3.17095,4.22059,-45.007
4,3.32105,4.22775,-45.1254
4,3.36471,4.19802,-45.2117
4,3.235,4.25337,-45.0898
4,3.22665,4.18084,-45.0932
6,-0.902397,3.92783,-44.9664
6,-0.934327,3.9027,-44.9098
6,-0.892336,3.84181,-45.0132
6,-0.85666,3.81789,-44.9341
6,-0.954627,3.88795,-44.8924
6,-0.916581,3.81949,-44.9518
6,-0.857731,3.83518,-44.9353
6,-0.831952,3.91361,-44.9878
6,-0.849736,3.87278,-44.9335
6,-0.991359,3.8965,-44.8393
6,-0.856834,3.83534,-44.9263
6,-0.898882,3.80875,-44.9441
6,-0.903718,3.90479,-44.9136
6,-0.785656,3.90319,-45.0248
6,-0.915407,3.92181,-44.9278
6,-0.840049,3.90641,-45.0344
6,-0.898063,3.84772,-44.8547
6,-0.868766,3.85194,-44.9943
6,-0.92787,3.83859,-44.844
8,-6.456,2.97992,-44.5273
8,-6.57735,2.91542,-44.4139
8,-6.43807,2.89876,-44.5457
8,-6.42424,2.87341,-44.5628
8,-6.40508,2.87511,-44.5982
8,-6.46298,2.81827,-44.4936
8,-6.42713,2.86758,-44.5839
8,-6.32642,2.89244,-44.6709
8,-6.43666,2.89541,-44.4892
8,-6.32661,2.84825,-44.58
8,-6.32095,2.87325,-44.6346
8,-6.45215,2.99316,-44.5153
8,-6.50679,2.88088,-44.4369
8,-6.36474,2.81529,-44.5509
8,-6.52196,2.87337,-44.4163
8,-6.3775,2.885,-44.6539
8,-6.44368,2.89918,-44.5307
8,-6.479,2.88344,-44.4712
8,-6.34518,2.92589,-44.6104
10,-8.73895,-6.21756,-44.0601
10,-8.69212,-6.14598,-44.0266
10,-8.64137,-6.08923,-44.0711
10,-8.61402,-6.16225,-44.1827
10,-8.68664,-6.12854,-44.0668
10,-8.68146,-6.17606,-44.082
10,-8.60718,-6.14005,-44.1604
10,-8.62952,-6.12698,-44.0577
10,-8.69213,-6.20562,-44.037
10,-8.79421,-6.20943,-43.9868
