65,65,65
71.363,69.828,75.132
65,65,65
72.176,68.369,68.692
65,65,65
70.013,71.263,62.417
65,65,65
63.013,76.16,60.57
65,65,65
54.395,77.302,64.628
65,65,65
49.539,70.549,71.481
65,65,65
51.041,57.099,75.116
65,65,65
57.917,45.294,69.275
65,65,65
65.563,44.094,53.356
65,65,65
65.766,54.397,37.477
65,65,65
52.721,70.35,36.09
65,65,65
32.624,80.501,46.571
