Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
plane_base_link,0.0436659010788283,6.66133814775094E-16,0.00249999999999997,0,0,0,0.0430021841027823,1.46014477268871E-05,-1.00441939548728E-18,-2.84514753680953E-21,6.81701565871757E-05,2.58580855125192E-22,8.25924285469678E-05,0,0,0,0,0,0,package://URDF_0326/meshes/plane_base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://URDF_0326/meshes/plane_base_link.STL,,碳板-ur5新.step-1,机械臂法兰坐标系,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
3d_camera_Link,2.4746E-06,-0.00052618,0.011543,0,0,0,0.037509,2.1913E-05,8.0311E-09,-1.3016E-08,2.0977E-06,-4.5109E-08,2.3215E-05,0,0,0,0,0,0,package://URDF_0326/meshes/3d_camera_Link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://URDF_0326/meshes/3d_camera_Link.STL,,0909-深度相机-D435i.step-1,深度相机坐标系,,3d_camera_joint,fixed,0.1,-0.0011863,0.005,0,0,0,plane_base_link,0,0,0,,,,,,,,,,,,
force_sensor_Link,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://URDF_0326/meshes/force_sensor_Link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_0326/meshes/force_sensor_Link.STL,,CL-ZJURUSG4-SRI-M3733C.step-1,力传感器坐标系,,force_sensor_joint,fixed,0,0,0.0145,0,0,-3.1416,plane_base_link,0,0,0,,,,,,,,,,,,
