timestamp_sec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1782541856.7943723,0.28781736379612316,0.5802642378548633,0.05852683237537817,0.7062460764071282,0.7079305559734024,0.006609580873308342,-0.0026685050881452748
1782541857.75682,0.2875835901888306,0.5868767003181266,0.05838832887732363,0.6922090398991727,0.7216534004889367,0.00749537632487983,-0.002614187898429458
1782541858.7568243,0.2869206800281776,0.5951261801214207,0.05842109588963294,0.6737952683221121,0.7388715777812264,0.008052639769669724,-0.001970514286679618
1782541859.756817,0.28583707794099344,0.603708613088869,0.05831990202305652,0.6549531460506802,0.7556204480456123,0.008454253226473972,-0.0016249849375447913
1782541860.7568252,0.284382177765085,0.6122226162170104,0.05825340272421618,0.6357101433331922,0.7718831787723848,0.00813038547478927,-0.0016937601844207533
1782541861.7568204,0.28243332111048447,0.6208044669122854,0.05820404438225367,0.6160345355520928,0.787670535111634,0.008684553913538964,-0.0010759402365584387
1782541862.7568207,0.2802689436385748,0.6287227077384935,0.05812452314027851,0.5971624406479771,0.8020722472583874,0.00874980504242896,-0.0007553601464485874
1782541863.7568183,0.2775025899310918,0.637034449157324,0.05812470296354356,0.5767417016456698,0.8168773993731202,0.00894514661149871,-0.0005552732334697644
1782541864.7568533,0.2743612681200295,0.6452404469180735,0.058135968590116535,0.5559881515815466,0.8311408830862833,0.009048377751549659,-0.00036691082544617324
1782541865.7568085,0.27079668668373774,0.6533564358435844,0.058101932479913174,0.5349056881494114,0.8448634988331148,0.00902949817567447,-0.0002031934240517109
1782541866.7588654,0.2668498331664011,0.661235280494934,0.058005550776508444,0.5133939994357037,0.8581020746401117,0.009350445721595626,2.5605795536891786e-06
1782541867.7568274,0.2625111473121966,0.6689222095486964,0.05784088264952701,0.4916316086521921,0.8707522084471038,0.00942882192309807,0.00022399931270357425
1782541868.7568355,0.257782656677604,0.6763245199841839,0.05777828051501378,0.4695624169671139,0.8828486084424284,0.00945003608219692,0.0004098308373172485
1782541869.7568772,0.2530521690229959,0.6831731211043,0.05771341336274794,0.44843123868319473,0.8937664907622875,0.009523911523651549,0.00042340620095050464
