timestamp_sec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1782807583.6081138,0.28130933605351693,0.5560858524114015,0.05377244714628911,0.7043269703198604,0.7019881012755764,0.06640503511488766,0.0820158268808416
1782807584.8086047,0.2813138808117561,0.5622410057446517,0.05338380840111692,0.6905076661640298,0.71673863013577,0.06859243976569789,0.06913737228730783
1782807585.8085167,0.28055773037949927,0.5690378292682239,0.053283527558221494,0.6757316454919603,0.7318523070839923,0.06698257092664787,0.05737838520403119
1782807586.8087103,0.2795499213418378,0.575323026131232,0.05332771790470393,0.6601091426809017,0.7471309242331324,0.062260192773886364,0.046636575768261974
1782807587.808703,0.2784553260586965,0.5813981395664701,0.05333250809701259,0.643767663313501,0.7620889046192784,0.0575133701030455,0.038417566131309366
1782807588.808563,0.2768920602299694,0.5877488474661158,0.05327557766405923,0.6272164404693952,0.7766993746275326,0.04872107963477346,0.031046330819013104
1782807589.809815,0.27511984183352667,0.5948351875730563,0.05301972915669261,0.6097947974926194,0.7909672280375744,0.042557709334313104,0.026645646881008483
1782807590.8085546,0.27321257064941634,0.6007849759705398,0.05381872223147037,0.5922231422211157,0.8047180720788846,0.036539704178395895,0.019116074543347517
1782807591.8085663,0.2706194636403746,0.6071845996213779,0.053949065874146926,0.5728423914925087,0.8187705389004128,0.036475502249892204,0.011659196948717481
1782807592.8085954,0.2672392015579518,0.6153560295125057,0.05401288305553349,0.5529704960065375,0.8322636674061937,0.03911531271329719,0.0055507452848857445
1782807593.8086023,0.26346585553404706,0.6235598145019189,0.05342009916887959,0.5324205838767613,0.8453307020299319,0.0431750846262907,0.008957574304687908
1782807594.808584,0.26028217871398684,0.6295986769772146,0.05298959493462245,0.51256628989145,0.8571520489136117,0.04780847615433473,0.016748525842949728
1782807595.808563,0.2572599360579597,0.6354380328445711,0.052584181444154734,0.49393749471561593,0.8673468740058792,0.055085351491751554,0.026471787195440483
1782807596.808561,0.2540726181325793,0.640884443793738,0.05251607906350887,0.47611016249513993,0.876392169746504,0.061977797496822196,0.03761157525694922
1782807597.8085628,0.25118567249737156,0.6457855964064099,0.052596435157976115,0.45920797560514487,0.8843846179047974,0.06697258089897787,0.05006551869041267
1782807598.8085504,0.24807600101829713,0.6504199002693839,0.05266777699163454,0.4405376437420218,0.8929963250502915,0.06745511506244153,0.06272125114197456
1782807599.8086543,0.244739296744288,0.6548683302285483,0.05280897255428439,0.42070917165869454,0.9016907927759329,0.06635490602181923,0.07452874312773838
1782807600.8085525,0.23934577030447263,0.6611647337691384,0.053037906782434516,0.4004005275334691,0.9100675310174848,0.06774178847800685,0.082870722408218
1782807601.8086793,0.23298400339129285,0.6679771651420682,0.0532850250516337,0.38310590309577913,0.9174967356689911,0.07578569570338219,0.0754064677376368
1782807602.8085692,0.2282348768378614,0.6729080010611447,0.052987550170781356,0.36369258875316235,0.9255299289102777,0.08348910750116445,0.06443306997201524
1782807603.8085542,0.22362035885429568,0.6771955322083443,0.05282695747720005,0.3426430512270904,0.933818499341054,0.08726122103631655,0.054444733789989166
