timestamp,insactuator_msg_header.stamp.sec,insactuator_msg_header.stamp.nanosec,insactuator_msg_header.frame_id,insactuator_msg_name[0],insactuator_msg_name[1],insactuator_msg_data[0],insactuator_msg_data[1]
2026-01-28 21:51:20.007670,1769608279,991402133,inspire_actuator_id5,postion,force,1223,-40
